individual_id,user_x,user_y,gender,age,edu_secondary,edu_tertiary,income_k,logincome,risk,logit_0,cuisine
0,72.16652171999222,29.70229332514429,1,44.7796855665863,1,0,78.48818020673937,4.362948042836685,0.30715809525998944,3,Japanese
1,96.23408021280385,77.50916492503262,1,29.674257253402224,0,0,31.973722623715467,3.464914397447696,0.55656372673917,54,Ethiopian
2,61.420750521292575,99.19896336528335,0,43.23456397113433,0,0,31.550783308946393,3.4515984162209064,-0.8076322372751217,54,Ethiopian
3,85.08029296391376,34.988065607833555,0,37.06397807347157,1,0,30.7734764317988,3.426653164160985,-1.200060069025821,79,Mexican
4,40.80462650973733,38.86980357061266,0,18.0,0,0,71.40450731054945,4.2683609949518075,0.1055043249984723,2,Chinese
5,7.821229959393305,91.23293023632925,0,39.74020985161552,0,0,62.814972709627746,4.14019346399999,-1.417056024439698,96,Mexican
6,68.33933852896126,89.38133892499197,0,32.78189227441031,0,1,110.89034832944147,4.708541860176184,-0.39477005400263576,66,Indian
7,43.44927346335461,54.95085888589857,0,49.12504995409945,0,0,116.59243080184001,4.758684355873069,-0.8180992870956153,33,Japanese
8,34.511162263901795,10.78253016355184,1,43.30961212440798,0,0,54.92972619364234,4.006054662700604,0.34469395362219934,12,Korean
9,27.092728475636505,95.40910194267191,1,41.01447426498332,1,0,59.54867042818915,4.086793968569508,0.650892072372478,14,Indian
10,75.7371307289176,20.710506042715338,1,18.0,0,0,51.07416455706619,3.933278783390585,-0.802014083004444,54,Ethiopian
11,79.10263709371301,81.47121802589596,1,24.625478315207964,0,0,84.05532446785375,4.431475206662614,0.11016538864401682,45,Indian
12,35.24116334151554,30.931724856249343,1,28.587327171493808,0,0,129.71125092210403,4.865310833297321,0.1359114291850785,67,Korean
13,54.653086733229486,33.89231428830891,0,40.34183965687096,0,1,42.55837091089716,3.7508765668312662,0.48976252682506993,86,Ethiopian
14,52.83080728967031,64.01822876800284,1,53.70650406520209,1,0,31.72216812075925,3.457015746283201,1.0578536899517437,3,Japanese
15,68.21140211299591,70.39125243884868,1,31.020163159024825,0,1,61.24620357160017,4.1149018649993545,0.35300617386204847,9,Mexican
16,0.24117513014940695,97.55342112087575,1,34.05026842001133,0,1,47.462011402016266,3.859929631104433,-2.059723250973671,50,Ethiopian
17,78.81304452696797,89.27584988464933,1,36.22012398053735,0,1,52.43273375842743,3.9595310863357156,-1.7222457153009494,89,Korean
18,71.2534755598509,78.46429981987121,0,42.13651082124551,0,0,46.04142266635105,3.8295414840354987,-1.1248176264459389,42,Mexican
19,42.224965400121576,6.510791177593889,0,18.0,1,0,45.96847850137578,3.8279559116279303,-0.3433153735806142,21,Lebanese
20,97.09851823913911,66.1952438918578,0,26.187235224575993,1,0,139.7634339934859,4.9399512361699545,0.5551280072932709,85,Indian
21,65.30626736158264,58.60565522982348,0,34.426567079360446,1,0,26.535655782199193,3.2784893298316153,0.3605163015022027,86,Ethiopian
22,19.684402176091233,10.016688298470921,0,18.0,0,1,48.956600775625034,3.8909342071913637,-0.45933131092702356,78,Indian
23,60.045570266152836,25.90322919874568,1,33.6335014534299,0,1,36.609891191968956,3.6003184550427503,-0.35247456568751384,42,Mexican
24,57.45806764970701,8.62165988907677,1,39.70536827770993,0,0,35.6568727232641,3.573941911541265,1.1514783802708424,54,Ethiopian
25,84.35421681274272,54.32032166431947,1,44.507173362904766,1,0,60.38351313032513,4.1007161062615625,-0.09890509897782462,18,Lebanese
26,30.1704490477694,24.239882077510046,0,27.853410250228535,0,0,106.67074658378728,4.669746955617185,-0.4173021579523032,0,Mexican
27,58.17171135289886,22.89100142542091,1,22.12927591927951,1,0,87.86313615424893,4.475780332814398,2.0521902495027153,5,Indian
28,24.09429620260375,51.99860489451918,1,23.56827611426464,1,0,44.59480738734858,3.797617425955319,-1.7808594445606973,74,Chinese
29,43.213590026517764,64.89524396316176,0,31.377315726437313,1,0,35.729092464890165,3.5759652719055777,-0.36326175930847987,45,Indian
30,21.027125729725505,66.19910675818043,1,26.03372278261946,0,1,101.44828446591193,4.61954915598505,-1.1300337489636139,25,Mexican
31,75.71563600466942,66.28461997993735,1,18.0,0,0,24.804809970116533,3.2110375847729125,1.6520229425227348,54,Ethiopian
32,67.47423466996682,21.51709481096472,0,33.24104817401355,0,0,45.93718245829365,3.827274864476645,0.2802868265549178,54,Ethiopian
33,39.002783362613656,13.873287998703688,0,19.434068893511053,0,0,133.93358728538294,4.897344059818813,1.4206068289004283,32,Korean
34,30.25439057844739,5.5101838943743875,1,26.806401794462722,0,0,17.90972544582097,2.8853438862968828,0.6926649109610912,90,Indian
35,5.716415147706078,35.63348412873103,1,39.88941426594182,1,0,60.100486096517876,4.09601792963687,-0.43823920419172396,74,Chinese
36,20.08702541096177,15.402521772885036,0,35.83824985979838,0,1,55.71709296543278,4.020286975358069,-0.08480309517935439,74,Chinese
37,25.34509795410489,55.49708393226008,1,29.955562260091714,0,0,71.31266977976819,4.267074008404991,0.20204387044420538,48,Ethiopian
38,87.30553103703078,92.89890253596037,1,43.10165131569157,1,0,41.026368756738684,3.714215000386407,0.3724794029365351,31,Mexican
39,10.87219920521818,5.916459494149528,0,26.32282239075694,0,1,139.80529740428878,4.940250721816339,1.9977616508801321,34,Ethiopian
40,25.649794703143613,87.95424172441162,0,43.8758713452355,0,0,50.26460933336208,3.917301237686766,-0.0720589467680282,42,Mexican
41,69.04898677442316,70.83876677354142,1,52.770415399145655,0,1,64.20520936490179,4.1620843501595,1.0637503018722256,6,Mexican
42,82.81165824519525,35.54086713900793,0,57.2993609659643,0,0,50.13237421065814,3.914666991228281,-0.25965790512462256,29,Indian
43,17.02239042700967,96.27926382434372,0,48.213682621095586,1,0,40.99565803740294,3.7134661595695877,-0.4390189365829247,49,Mexican
44,3.527227620769746,4.5183576415840925,1,36.75387129853853,1,0,57.02876974707099,4.043555872904749,-2.411780057492249,2,Chinese
45,34.7399833336999,6.630430132029064,1,34.064485421691536,1,0,30.70325695339308,3.4243687386531096,-0.06134894631318982,92,French
46,17.865096861210272,12.56584196725501,0,27.765720060343277,1,0,98.6488180943382,4.591566251599471,1.2358910606691762,49,Mexican
47,58.58382641386116,68.20787045402976,1,35.01030360880666,0,1,61.518594150450404,4.1193394730255255,-0.953012561971934,35,Lebanese
48,73.61555996986417,91.36570634446858,1,44.22266311433384,0,0,51.23012900578116,3.936327816116614,-1.2024058821434753,28,Chinese
49,11.727639900150589,74.73045159568777,1,49.88396303000778,1,0,39.816727585571755,3.684287115087597,-1.123361543270131,49,Mexican
50,12.364914894093303,46.87980862021999,0,32.20107480421605,1,0,125.66194965103888,4.833595362142033,-1.2995831476214095,74,Chinese
51,23.303161636976522,75.8945098114413,0,54.967629536782546,1,0,64.78812911556196,4.171122393915323,0.648170054136153,42,Mexican
52,41.47082127102982,65.2930841094648,1,31.38906304365842,0,0,57.910689637848655,4.058901989953677,0.8393408164298868,42,Mexican
53,88.96660717887153,41.74895884894588,1,42.48012179948997,0,1,23.598294712572642,3.1611744514789963,-0.0336818585688415,67,Korean
54,6.055490603173697,10.447480196958104,1,30.72724384621773,0,0,64.91400954978748,4.173063464047932,-0.23366092881342435,32,Korean
55,31.148432326720165,9.519369000918488,1,21.880679122077694,1,0,29.696926888185452,3.3910435686768126,0.5039245413632922,8,Lebanese
56,60.370772183084945,98.55980053978554,1,22.982772695223694,1,0,40.96819604272558,3.7127960594135327,-0.6422472085040165,50,Ethiopian
57,23.09287225281039,42.79857637190677,1,42.05917783172182,1,0,60.34750779967534,4.100119650910819,-1.1740527306126065,86,Ethiopian
58,55.70832836591342,5.529711881134281,1,39.18952555790122,1,0,89.68235405588648,4.496274027927493,-2.683432000900294,74,Chinese
59,50.90922489829911,68.4157758359761,0,18.0,0,1,40.45646787866882,3.7002265288351097,-0.168309217419238,31,Mexican
60,19.15874849330278,73.52794269475375,0,29.927019177236232,1,0,174.7488335933852,5.163349706375679,-0.9459168581454843,45,Indian
61,95.81398824793463,64.30065091994429,0,27.325986706042247,0,0,26.411302469198034,3.2737920423666695,0.49077067413098435,35,Lebanese
62,80.17520410938947,37.36165275744775,0,28.609181865123954,1,0,62.68155335448063,4.138067199479414,0.01616680553139724,25,Mexican
63,2.0402508702820343,51.52971257892966,1,42.70180889460624,0,1,41.215273638511654,3.71880890703738,-0.758676660319116,72,Lebanese
64,87.40558637554811,74.95525920038291,0,57.23704800391558,1,0,15.633651690710876,2.749425750588137,0.38666684897300313,54,Ethiopian
65,4.018570809639144,51.26230876327562,0,26.877456408701086,1,0,39.284486873640766,3.6708297049067617,-0.2668373862342013,74,Chinese
66,45.86172978365589,34.41779342550591,0,39.45236500178139,1,0,63.13510988433758,4.145277031355393,-0.6101692746157058,93,Lebanese
67,33.90225559446976,69.35882854539608,0,39.15080154347855,1,0,50.2980615345845,3.9179665382832516,1.636878699449895,49,Mexican
68,51.63103856339107,56.37524282408312,0,19.999686914067606,1,0,152.08177132558248,5.024418345439951,-0.1055973375133212,60,Indian
69,1.1338922923500694,7.613021653999019,1,33.398688974625635,0,1,78.23536680961736,4.359721806304637,0.5209741634670972,32,Korean
70,11.653267009896052,58.77539749376556,0,51.55456334661473,0,1,72.35148255198986,4.281535944256488,-0.9315500290177532,25,Mexican
71,18.459036198777834,72.05611020623563,0,27.82835940912385,1,0,28.9947847203102,3.3671159765831375,0.10318295911148263,74,Chinese
72,38.22007287139194,34.644801403871874,0,18.0,0,0,58.06536921327358,4.061569431297562,-0.6932002659635033,42,Mexican
73,49.33017974123245,70.63442629609976,1,31.113624109521872,0,0,59.06581510459845,4.078652332433908,-2.185234793814321,42,Mexican
74,82.31119834593876,92.91162348519138,0,44.77753181939822,0,1,36.532398498652,3.5981994969778657,-1.3235840239627146,54,Ethiopian
75,28.452158431881337,35.52658416698152,1,18.0,0,0,26.33794242728145,3.2710105773672495,-0.45609770432106855,74,Chinese
76,8.703710411303033,20.364690260993946,0,27.25251961730543,0,0,77.8867209415618,4.355255475465148,0.6273756760247629,6,Mexican
77,75.72050118848145,53.58880898521735,1,19.195915188243948,1,0,34.71486035992116,3.547167847726202,-0.7435060684311886,45,Indian
78,56.420915653103684,16.971626809046015,0,37.50253383579149,0,1,40.752229576034615,3.7075105517124634,1.5016440272622609,86,Ethiopian
79,57.691013297009675,31.252057229555152,1,31.467934287589063,0,1,50.34499161265946,3.918899142770275,-0.4586781869507322,38,Japanese
80,79.85680434978573,45.00070709116978,1,37.23158992556292,1,0,65.13443685500113,4.176453393299626,-0.2601898148355174,8,Lebanese
81,36.3467626798506,18.52832958371059,0,34.21957716064727,1,0,41.710539474157244,3.7307538420536996,0.7026977254986756,66,Indian
82,42.96391774658299,68.3807188261665,1,39.063487395250334,1,0,80.77994959770479,4.391728786189848,2.032232976022762,31,Mexican
83,79.24208429862493,82.213196643586,1,57.928071183288246,1,0,77.19640665129846,4.346352909979797,-0.6637853775319692,89,Korean
84,75.28769340746965,52.520238545907496,0,25.213689910635864,0,0,54.35349000890772,3.995508825100972,-0.6203839057759335,36,Japanese
85,42.8627012543662,31.171793945264493,1,41.7983401071236,1,0,38.22558636342282,3.6435050914861664,-0.7888654351266386,31,Mexican
86,33.6020362402982,12.522459491734228,0,18.0,0,0,86.75725164517559,4.463114007784906,0.9217812543911691,36,Japanese
87,53.831240617242194,7.301003889971125,0,33.845718519533456,0,0,54.49145379398496,3.9980438782535073,0.9481630484053069,3,Japanese
88,32.18414275978056,40.02833457998975,0,18.0,0,0,67.93691300681063,4.218579524649962,-0.21280269163806043,74,Chinese
89,36.683361629592326,36.76135068093041,0,36.123658202004606,0,0,32.77800614212427,3.48975774602719,-1.051976409281783,36,Japanese
90,6.482504139698808,57.81560824628518,0,54.67569441557813,0,1,70.75763680146304,4.259260471354895,-1.1742732419911288,5,Indian
91,47.05976576302972,82.79930037588208,0,51.89238953784002,0,1,67.05657176669324,4.205536617850808,-0.8215007860439424,83,Ethiopian
92,90.20677375330486,79.60730056969042,1,47.6104139511447,0,1,60.30856028642138,4.099474055289736,0.3203203387335074,54,Ethiopian
