restaurant_id,x,y,rating,cost,cuisine,c_16,c_17,c_18,c_19,c_20,c_21,c_22,c_23,c_24,c_25,c_26,c_27,c_28,c_29,c_30,c_31,c_32,c_33,c_34,c_35,d_36,d_37,d_38,d_39,d_40,d_41,d_42,d_43,d_44,d_45,d_46,d_47,d_48,d_49,d_50,Chinese,Ethiopian,French,Indian,Japanese,Korean,Lebanese,Mexican
0,87.34294027918162,96.8540662820932,3.951400520611578,22.277540051163918,Mexican,-0.04476424733495157,1.2827292355405708,0.14875054034779733,2.8635568713178663,-0.24917993166652214,1.0875396592458133,0.4798029785922831,0.12348771409962023,3.9552303156185915,-0.005118804994014799,0.5586248186719038,0.9389082530062997,0.3017571694826741,1.9983646254103855,0.9037649775258025,0.296964689711714,0.8873930762182546,0.24269743176072062,2.8796515010254153,-0.06453189123198219,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,False,False,False,False,False,False,False,True
1,86.919454021392,53.085569155559895,2.0524140587222592,16.369125678142677,Lebanese,-0.6924530440757718,2.5633862382498123,0.46765472009032927,3.714745494673329,0.1486219998305155,1.1426195490726474,1.6752228734675598,0.06508727877920312,2.041025834146897,-0.1651969885596044,-0.6129900667810977,1.213478118029966,0.17562060612053845,3.219614279455656,0.0725080340337635,1.7712780851459433,1.31247894039788,0.03415938602751565,3.6308734837458285,-0.39888457247355374,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,False,False,False,False,False,False,True,False
2,23.27283279772907,1.1398804277429897,3.7352106157015457,17.454146150186276,Chinese,0.21138409547906387,0.9396857426915524,0.09868593080026894,1.2873742608557182,-0.3294610746071102,1.1119612509413284,0.6582761805008371,0.4571578549651247,3.863546077262232,-0.2777819446321272,-0.65884418216877,2.2047937037274954,0.13045835160519206,2.5069443513002394,-0.06675714452189664,1.7369163364580253,1.2589538945752183,0.29691186158035904,2.671873996378298,0.06350543358965462,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,True,False,False,False,False,False,False,False
3,43.04688182924905,40.235136003736486,4.378113103487279,16.11093340822899,Japanese,0.7102816064699292,0.7998508468711115,0.2000717179774014,2.0457529783529806,0.23794974387465742,0.21014038670416696,1.5627940542262468,0.09391000180766197,2.988447064732149,-0.012669174773580864,0.415954090451545,0.5379409754986721,0.11390721068051941,2.5702331388660786,-0.33992794826882383,-0.566980888632251,1.388129007525428,0.28800748818307437,2.1479793807789633,0.7439266108310395,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,False,False,False,False,True,False,False,False
4,52.267467135256965,47.83917958024024,3.2918652723405644,27.372180469509644,Japanese,0.9692311145971648,0.8511277519387472,0.20257104551192617,3.5773537102174666,0.019516140138737408,-0.5422568477806106,2.0168051222162737,0.29508607564627387,3.080775270154028,-0.37794370339954647,-0.05964914577633648,1.0414430727626474,0.18519707902395288,3.0740111787505033,0.4424290556557351,-0.7145563915288476,0.7868858581184739,0.15951845699427808,2.5809947392634145,-0.252511630537569,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,False,False,False,False,True,False,False,False
5,55.535647382233044,54.338601754254036,3.2447788303743796,15.182018178416495,Indian,-0.4138566869848933,0.9153329326181477,0.43842872165407437,2.8570583570004615,-0.022385374182018702,1.1522966087712327,0.9140700312326472,0.19149470606484334,2.7735998078948483,-0.07608133630661344,0.09236626127806966,1.8716036329827521,0.15806954417151908,3.489577838255797,-0.4302481244430217,-0.4173214875981307,1.050268584564068,0.22386275887786589,2.2577550832116007,0.17502489138583205,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,False,False,False,True,False,False,False,False
6,76.0895575602929,71.23745740820912,4.587658831252029,19.28277476449708,Mexican,0.27478788250195135,0.9826861862196061,0.42231033765283643,3.870827190496434,0.1650170016718934,-0.7595643708346097,1.4613708850759968,0.4057956485537842,2.569716322431667,0.0704141875918488,1.1004524277776315,2.647726291710251,0.33305140987343784,3.0216458301395637,0.39333434439523784,1.8123988732633927,1.6888653496680934,0.3050217184057924,2.2590065189735644,0.0602717306591513,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,False,False,False,False,False,False,False,True
7,61.96820961034396,42.60917704761922,5.0,22.27301201529818,Korean,-0.7872250262815558,0.7281762157922066,0.26252570753579657,3.2192209416254403,0.5973772628258744,0.7438225903818946,1.7430211602696155,0.06701199174742159,2.723963108924175,0.4948793467889209,0.6613854993001187,0.9289959510107318,0.23683318342903553,2.215168734184425,0.018355491881985073,-1.2158090410085052,0.3593550424653958,0.15839607943907485,2.736193631352809,0.18937502597578096,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,False,False,False,False,False,True,False,False
8,28.90750280180877,97.38552412004462,4.489406393527437,15.183005779835188,Lebanese,0.8326714043981628,0.7781138113874994,0.29580163164287976,2.995293590295855,-0.36182807731661926,-1.624327265159223,0.7163833039397126,0.13188706572520348,3.9757502130942535,-0.26954412940925665,-1.1159701387427663,0.8892648399574453,0.5370743514895787,3.585423679945446,-0.014701960655045287,0.9718670001745963,1.4832314817355419,0.041445989996048364,3.816883857576182,-0.23905035983286224,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,False,False,False,False,False,False,True,False
9,33.37740455106704,21.8801060819828,4.526128412685225,18.2486164228332,Mexican,0.29312796929666235,0.6844090291526805,0.04101457232300675,3.1803740182449514,0.5010201587143353,0.3089395083751022,2.8637101487281744,0.43333842582367216,4.01371632714525,0.19161165078278833,0.36446526477906876,0.8075177515019223,0.5457623645395991,3.269736748159978,-0.11747321620505234,-0.1845707781635788,0.8580185399039176,0.31846754640586306,2.3865965455271057,-0.40392621673489887,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,False,False,False,False,False,False,False,True
