individual_id,user_x,user_y,gender,age,edu_secondary,edu_tertiary,income_k,logincome,risk,has_children,logit_0,cuisine
0,54.340494179096545,27.836938509379618,1,27.09709918957416,1,0,56.53076317304885,4.03478497091535,-1.042260233588285,1,447,Korean
1,42.45175907491331,84.47761323199036,1,44.56499072670081,0,1,66.36497714578506,4.195169464706601,0.9044787697287158,0,487,Mexican
2,0.47188561909725646,12.156912078311422,0,32.20363460958315,0,1,38.43816726073184,3.649050905044856,-0.11013037480236673,0,445,Indian
3,67.07490847267786,82.58527551050476,0,36.85701453097241,0,0,56.991787513476886,4.042907178743284,-1.745992449008877,1,277,Chinese
4,13.670658968495298,57.509332942725,1,20.547458055084267,0,0,66.0900895439844,4.191018804360917,1.5835671557314055,0,114,Japanese
5,89.1321954312264,20.920212211718958,1,41.10187681578874,1,0,37.28563897706619,3.6186082384931693,1.6328880139774344,1,5,Japanese
6,18.532821955007506,10.837689046425513,0,43.57491479172888,1,0,31.09881652256909,3.437169764524434,-0.5271337108038289,1,209,Ethiopian
7,21.969749262499217,97.86237847073697,1,18.399214237802166,0,0,79.17933586242562,4.371715353949269,0.6115115444284119,1,206,Indian
8,81.16831490893233,17.19410127325942,1,37.71617285244043,0,0,63.467468975778296,4.150527475034331,0.34651429894839686,0,266,Lebanese
9,81.622474872584,27.407374704169918,0,36.9290277132928,1,0,74.6013534580244,4.312158649914095,1.3347529735661652,0,246,Chinese
10,43.17041836631217,94.00298196223747,1,44.29244340753026,0,0,115.26064492198682,4.747196041359748,-1.9991707443122544,1,285,Indian
11,81.76493787767274,33.611195012089865,0,38.34759379302455,1,0,95.79161271241297,4.56217513116928,0.04421877594319815,0,282,French
12,17.541045374233665,37.283204628992316,0,33.530578911442134,0,1,111.10431267001408,4.710469513804107,-0.12909701470693102,0,394,Lebanese
13,0.5688507352573424,25.242635344484043,1,33.36511835180825,0,1,93.8740651712271,4.541954151805443,0.4378153791354954,1,361,Mexican
14,79.56625084732873,1.525497124633901,1,46.41994752335391,0,0,59.701112958320074,4.089350662742711,2.0123132871832876,0,307,Lebanese
15,59.884337692849286,60.38045390428536,0,29.724527080785453,1,0,53.07185142011616,3.971646682609961,-0.9176876140514217,0,224,Mexican
16,10.514768541205633,38.194344494311004,0,50.68926599770734,1,0,106.90191284848531,4.6719117116827436,-0.06403370409908532,0,133,Mexican
17,3.6476056592568917,89.04115634420758,1,44.13927794261022,0,1,164.65667143402024,5.1038625268841065,2.628075330537267,1,491,Lebanese
18,98.09208570123114,5.994198881803725,1,32.461163643374995,0,0,72.63952054721766,4.285509133875022,-0.25773987445413865,1,165,Mexican
19,89.05459447285041,57.69014994000329,0,23.19647480994767,1,0,49.715254201354725,3.9063118115911406,1.6323879513385133,1,104,Korean
20,74.24796890979773,63.01839364753761,1,58.36082237456048,0,1,33.725072909548885,3.5182415639758085,0.3659527573198995,0,35,Japanese
21,58.18421923987779,2.0439132026923157,1,43.217198373156876,0,0,81.01680433814788,4.394656594120177,-1.3905194732243755,0,489,Indian
22,21.00265776728606,54.468487817864755,0,18.0,0,1,56.631051581164044,4.036557449283414,-0.313876100113743,0,58,Mexican
23,76.91151711056517,25.06952291383959,0,50.261649645052806,0,1,54.29563958948914,3.994443921496141,-0.8068040656067909,1,160,Japanese
24,28.58956904068647,85.23950878413063,0,23.54064447021194,1,0,63.524221326414875,4.151421271380843,0.035950885002293875,0,35,Japanese
25,97.50064936065876,88.48532934911056,1,30.895278338817853,0,1,64.7721680067402,4.170876005025254,0.23028180413043267,1,106,Indian
26,35.95078439369023,59.88589458757472,1,39.9866342057811,1,0,36.10652076545069,3.5864734796489914,-0.022945864527138822,0,205,Mexican
27,35.479561165729976,34.019021537064575,1,31.07163327527401,1,0,51.989150745019586,3.951035057294321,-1.3981047428623734,0,456,Lebanese
28,17.808098950580487,23.769420862405045,1,47.086968765155845,0,0,102.91259282133508,4.633880014568363,-1.0712436289662692,0,175,Indian
29,4.486228246077529,50.54314296357892,1,18.284816605853724,0,0,99.21573553816026,4.597296626087926,0.7949635210317632,1,494,French
30,37.625245429736296,59.28054009758866,1,43.82344946743073,0,0,48.73656237541106,3.88642951586587,1.5445624647072276,0,12,Japanese
31,62.994187558749736,14.260031444628352,1,28.266080596261638,0,1,118.13112951239975,4.771795274519726,1.8528298274043962,1,175,Indian
32,93.3841299466419,94.63798808091013,0,33.80669432594367,0,1,42.19538383847533,3.742310827344839,0.827877926273501,1,194,Mexican
33,60.22966577308656,38.776628032663076,0,29.785184551199443,1,0,72.16869806120009,4.279006407032312,1.4514553789533469,0,396,Ethiopian
34,36.31880041093498,20.434527686864424,1,33.860826063397816,1,0,16.565660133007643,2.807331886029824,1.6538812369216074,0,474,Indian
35,27.676506139633517,24.653588120354964,0,21.660910460229083,0,1,168.14542087514482,5.12482920543453,-2.211983285671445,1,156,French
36,17.360800174020508,96.66096944873236,1,36.8146645426008,0,1,198.15237687224587,5.289036314882421,-0.13572521035527108,1,226,Japanese
37,95.70126003527982,59.79736843289207,1,45.181900607403044,0,1,35.33063162463141,3.5647503390666504,1.142743724269139,0,120,Japanese
38,73.13007530599226,34.03852228374361,1,22.885703403796324,0,1,47.75022698864247,3.865983820604288,-0.0359433290904129,1,416,Mexican
39,9.205560337723862,46.34980189371477,1,39.71883665731561,1,0,58.322456667283056,4.065987210737822,-0.21068096461827102,1,322,Korean
40,50.86988932381939,8.846017300289077,0,57.1107247445774,1,0,137.18209327954895,4.921309191318719,0.08684316483526434,1,27,Chinese
41,52.80352233180474,99.21580365105282,0,43.4856998018469,0,0,68.56691507818509,4.227810130903808,0.4482611926570687,0,324,Ethiopian
42,39.50359317582296,33.55964417185683,1,18.0,1,0,46.8345811000265,3.8466218424559724,-0.3597952403876101,1,406,Ethiopian
43,80.54505373292797,75.43489945823536,1,21.827665868650435,0,1,33.451958811082065,3.510110344234355,0.9339484839223604,0,15,Japanese
44,31.306644158850972,63.40366829622751,0,56.26452496060137,0,1,77.25624220831455,4.347127717798909,-0.4676228105178311,0,247,French
45,54.04045753007164,29.67937508800147,0,37.57128668881939,1,0,37.05848943758868,3.612497460112547,0.8710768357776918,1,412,Indian
46,11.078790118244575,31.26402978757431,1,18.0,0,0,86.67449076745933,4.462159616358666,-0.014504446033000558,1,494,French
47,45.69791300492658,65.89400702261969,0,53.06733232749152,0,0,29.85498506709993,3.396351829817954,-1.1625380574067368,1,306,French
48,25.42575178177181,64.11012587007016,1,28.24355134268314,0,0,56.29472885278734,4.030600904701836,-1.9471927240811953,0,20,French
49,20.012360721840317,65.76248055289837,0,18.0,0,0,77.29973684807784,4.347690551293634,0.525268552361781,0,234,Japanese
50,77.82892154498485,77.95983986107497,1,30.791342739414908,0,0,120.17875754694434,4.78898028058428,1.161073433743493,0,87,French
51,61.032815320939385,30.900034852440218,1,32.26996468333685,0,0,73.32939687345039,4.294961577245079,-0.2939844126119614,0,324,Ethiopian
52,69.7734907512956,85.96182957290651,0,33.24469712813405,1,0,169.6726391778744,5.13387092870416,1.6222967297179562,0,106,Indian
53,62.53237577568076,98.24078296095496,0,32.94032199926747,0,1,128.675858377099,4.857296516409119,-0.5446922880492048,0,73,Chinese
54,97.65001270158552,16.66941311988581,1,34.43882359033685,1,0,50.37962211130445,3.9195867701282596,1.3684109907680846,1,274,Lebanese
55,2.317813647840361,16.074454850708165,0,37.45098340857096,1,0,95.13818893713257,4.555330455056005,-3.0,1,46,Lebanese
56,92.34968252590873,95.3549849879534,1,31.28271115670465,0,1,169.52369209561573,5.132992693428012,0.8948153095123539,1,389,Lebanese
57,21.097841871844636,36.052525081460814,0,39.51020075257477,0,0,28.012393923344575,3.3326470523584146,0.4729367826222342,1,478,French
58,54.93752616276721,27.183084917697208,0,29.87006755350666,1,0,98.28723521625406,4.5878941633422805,1.1679498130859873,0,480,Mexican
59,46.06016210748501,69.61615648233852,0,18.0,1,0,55.995644992840646,4.025273919726074,-0.24592101494409993,0,194,Mexican
60,50.035589667486505,71.60709905643361,0,30.14456889466946,1,0,89.87063768750134,4.498371277311085,-1.1951253684546375,0,309,Japanese
61,52.5955936229779,0.13990231190438296,1,32.89188908083962,0,0,38.46624307062742,3.6497810533165067,0.6516523396618473,0,337,Mexican
62,39.470028668983545,49.216696990115,1,33.8517148702377,0,1,39.85728194497566,3.685305122418851,1.723840974561868,0,262,Mexican
63,40.28803313791421,35.42983001063206,0,30.7208573581342,1,0,154.0585974831139,5.037333033177772,-0.3201924196250611,0,245,Lebanese
64,50.06143194429532,44.51766288311383,0,27.637864951407856,0,0,79.26619536124873,4.372811749749811,1.6500750041318637,1,4,Chinese
65,9.043278819643586,27.356292002744066,1,18.0,0,1,43.54039613332604,3.7736891539121435,0.41350723589681665,0,27,Chinese
66,94.34770977427269,2.6544641333941965,0,37.969823822363544,0,0,46.59162363612808,3.8414207746768985,1.1085485454723303,1,209,Ethiopian
67,3.9998689640650786,28.314035971981955,0,32.34384574079901,0,0,137.2847154159905,4.922056984042447,-0.28749912951383993,0,209,Ethiopian
68,58.23441702167689,99.08928029248271,0,33.30921053259959,0,0,53.852557917815695,3.9862499032693623,-0.8857277594160975,1,92,French
69,99.26422374029681,99.31173724810448,1,45.77797758194312,0,0,68.8903652466911,4.232516331473632,0.29570881040064545,0,301,French
70,11.004833096656297,66.44814459639402,1,26.360670916133984,0,1,49.75912385420008,3.907193840844241,1.5040848135200542,0,310,French
71,52.398683448831285,17.3149909808731,1,18.0,1,0,67.6750425677943,4.214717464503408,-1.0501014890053335,1,373,Japanese
